text,label_text,label,clean_text
وَمَا كَانَ قَوْلَهُمْ إِلَّآ أَن قَالُوا۟ رَبَّنَا ٱغْفِرْ لَنَا ذُنُوبَنَا وَإِسْرَافَنَا فِىٓ أَمْرِنَا وَثَبِّتْ أَقْدَامَنَا وَٱنصُرْنَا عَلَى ٱلْقَوْمِ ٱلْكَٰفِرِينَ [SEP] وَثَبِّتْ أَقْدَامَنَا,Medium,1,وما كان قولهم الآ ان قالوا۟ ربنا اغفر لنا ذنوبنا واسرافنا فآ امرنا وثبت اقدامنا وانصرنا علا القوم الكافرين [SEP] وثبت اقدامنا
وَلَا تَحْسَبَنَّ ٱللَّهَ غَٰفِلًا عَمَّا يَعْمَلُ ٱلظَّٰلِمُونَ ۚ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ ٱلْأَبْصَٰرُ [SEP] تَشْخَصُ فِيهِ ٱلْأَبْصَٰرُ,Medium,1,ولا تحسبن الله غافلا عما يعمل الظالمون ۚ انما يؤخرهم ليوم تشخص فيه الابصار [SEP] تشخص فيه الابصار
رَبَّنَا ٱفْتَحْ بَيْنَنَا وَبَيْنَ قَوْمِنَا بِٱلْحَقِّ وَأَنتَ خَيْرُ ٱلْفَٰتِحِينَ [SEP] رَبَّنَا ٱفْتَحْ بَيْنَنَا وَبَيْنَ قَوْمِنَا,Medium,1,ربنا افتح بيننا وبين قومنا بالحق وانت خير الفاتحين [SEP] ربنا افتح بيننا وبين قومنا
وَأَخْرَجَتِ ٱلۡأَرۡضُ أَثۡقَالَهَا [SEP] وَأَخْرَجَتِ الْأَرْضُ أَثْقَالَهَا,Medium,1,واخرجت الۡارۡض اثۡقالها [SEP] واخرجت الارض اثقالها
وَلَمَّا بَرَزُوا۟ لِجَالُوتَ وَجُنُودِهِۦ قَالُوا۟ رَبَّنَآ أَفْرِغْ عَلَيْنَا صَبْرًا وَثَبِّتْ أَقْدَامَنَا وَٱنصُرْنَا عَلَى ٱلْقَوْمِ ٱلْكَٰفِرِينَ [SEP] رَبَّنَآ أَفْرِغْ عَلَيْنَا صَبْرًا,Medium,1,ولما برزوا۟ لجالوت وجنودهۦ قالوا۟ ربنآ افرغ علينا صبرا وثبت اقدامنا وانصرنا علا القوم الكافرين [SEP] ربنآ افرغ علينا صبرا
هَذَانِ خَصْمَانِ اخْتَصَمُوا فِي رَبِّهِمْ ۖ فَالَّذِينَ كَفَرُوا قُطِّعَتْ لَهُمْ ثِيَابٌ مِّن نَّارٍ يُصَبُّ مِن فَوْقِ رُءُوسِهِمُ الْحَمِيمُ [SEP] قُطِّعَتْ لَهُمْ ثِيَابٌ مِّن نَّارٍ,Medium,1,هذان خصمان اختصموا في ربهم ۖ فالذين كفروا قطعت لهم ثياب من نار يصب من فوق رءوسهم الحميم [SEP] قطعت لهم ثياب من نار
وَأَنزَلَ ٱلَّذِينَ ظَاهَرُوهُم مِّنْ أَهْلِ ٱلْكِتَٰبِ مِن صَيَاصِيهِمْ وَقَذَفَ فِي قُلُوبِهِمُ ٱلرُّعْبَ فَرِيقًا تَقْتُلُونَ وَتَأْسِرُونَ فَرِيقًا [SEP] مِن صَيَاصِيهِمْ,Medium,1,وانزل الذين ظاهروهم من اهل الكتاب من صياصيهم وقذف في قلوبهم الرعب فريقا تقتلون وتاسرون فريقا [SEP] من صياصيهم
وَلَا تُجَٰدِلْ عَنِ ٱلَّذِينَ يَخْتَانُونَ أَنفُسَهُمْ ۚ إِنَّ ٱللَّهَ لَا يُحِبُّ مَن كَانَ خَوَّانًا أَثِيمًا [SEP] يَخْتَانُونَ أَنفُسَهُمْ,Medium,1,ولا تجادل عن الذين يختانون انفسهم ۚ ان الله لا يحب من كان خوانا اثيما [SEP] يختانون انفسهم
وَمِنْ آيَاتِهِ أَن تَقُومَ السَّمَاءُ وَالْأَرْضُ بِأَمْرِهِ ۚ ثُمَّ إِذَا دَعَاكُمْ دَعْوَةً مِّنَ الْأَرْضِ إِذَا أَنتُمْ تَخْرُجُونَ [SEP] ثُمَّ إِذَا دَعَاكُمْ دَعْوَةً مِنَ الْأَرْضِ إِذَا أَنْتُمْ تَخْرُجُونَ,High,2,ومن اياته ان تقوم السماء والارض بامره ۚ ثم اذا دعاكم دعوة من الارض اذا انتم تخرجون [SEP] ثم اذا دعاكم دعوة من الارض اذا انتم تخرجون
أُو۟لَٰٓئِكَ ٱلَّذِينَ طَبَعَ ٱللَّهُ عَلَىٰ قُلُوبِهِمْ وَٱتَّبَعُوٓا۟ أَهْوَآءَهُمْ [SEP] طَبَعَ اللَّهُ عَلَى قُلُوبِهِمْ,Medium,1,او۟لآئك الذين طبع الله علا قلوبهم واتبعوٓا۟ اهوآءهم [SEP] طبع الله علا قلوبهم
وَكَيْفَ تَكْفُرُونَ وَأَنتُمْ تُتْلَىٰ عَلَيْكُمْ ءَايَٰتُ ٱللَّهِ وَفِيكُمْ رَسُولُهُۥ ۗ وَمَن يَعْتَصِم بِٱللَّهِ فَقَدْ هُدِىَ إِلَىٰ صِرَٰطٍ مُّسْتَقِيمٍ [SEP] يَعْتَصِم بِٱللَّهِ,Medium,1,وكيف تكفرون وانتم تتلا عليكم ءايات الله وفيكم رسولهۥ ۗ ومن يعتصم بالله فقد هدا الا صراط مستقيم [SEP] يعتصم بالله
فَلَمَّا كَشَفْنَا عَنْهُمُ ٱلْعَذَابَ إِذَا هُمْ يَنكُثُونَ [SEP] إِذَا هُمْ يَنْكُثُونَ,Medium,1,فلما كشفنا عنهم العذاب اذا هم ينكثون [SEP] اذا هم ينكثون
أُولَٰئِكَ الَّذِينَ كَفَرُوا بِآيَاتِ رَبِّهِمْ وَلِقَائِهِ فَحَبِطَتْ أَعْمَالُهُمْ فَلَا نُقِيمُ لَهُمْ يَوْمَ الْقِيَامَةِ وَزْنًا [SEP] فَحَبِطَتْ أَعْمَالُهُمْ,Medium,1,اولائك الذين كفروا بايات ربهم ولقائه فحبطت اعمالهم فلا نقيم لهم يوم القيامة وزنا [SEP] فحبطت اعمالهم
وَلَٰكِنَّ اللَّهَ حَبَّبَ إِلَيْكُمُ الْإِيمَانَ وَزَيَّنَهُ فِي قُلُوبِكُمْ [SEP] وَزَيَّنَهُ فِي قُلُوبِكُمْ,Medium,1,ولاكن الله حبب اليكم الايمان وزينه في قلوبكم [SEP] وزينه في قلوبكم
أُو۟لَٰٓئِكَ ٱلَّذِينَ طَبَعَ ٱللَّهُ عَلَىٰ قُلُوبِهِمْ وَسَمْعِهِمْ وَأَبْصَٰرِهِمْ ۖ وَأُو۟لَٰٓئِكَ هُمُ ٱلْغَٰفِلُونَ [SEP] طَبَعَ ٱللَّهُ عَلَىٰ قُلُوبِهِمْ,Medium,1,او۟لآئك الذين طبع الله علا قلوبهم وسمعهم وابصارهم ۖ واو۟لآئك هم الغافلون [SEP] طبع الله علا قلوبهم
كَذَٰلِكَ يَطْبَعُ ٱللَّهُ عَلَىٰ كُلِّ قَلْبِ مُتَكَبِّرٍ جَبَّارٍ [SEP] يَطْبَعُ اللَّهُ عَلَى كُلِّ قَلْبِ مُتَكَبِّرٍ جَبَّارٍ,Medium,1,كذالك يطبع الله علا كل قلب متكبر جبار [SEP] يطبع الله علا كل قلب متكبر جبار
بَلَىٰ مَن كَسَبَ سَيِّئَةً وَأَحَٰطَتْ بِهِۦ خَطِيٓـَٔتُهُۥ فَأُو۟لَٰٓئِكَ أَصْحَٰبُ ٱلنَّارِۖ هُمْ فِيهَا خَٰلِدُونَ [SEP] وَأَحَٰطَتْ بِهِۦ خَطِيٓـَٔتُهُۥ,Medium,1,بلا من كسب سيئة واحاطت بهۦ خطيٓـٔتهۥ فاو۟لآئك اصحاب النارۖ هم فيها خالدون [SEP] واحاطت بهۦ خطيٓـٔتهۥ
وَعَدَ اللَّهُ الَّذِينَ آمَنُوا مِنكُمْ وَعَمِلُوا الصَّالِحَاتِ لَيَسْتَخْلِفَنَّهُمْ فِي الْأَرْضِ كَمَا اسْتَخْلَفَ الَّذِينَ مِن قَبْلِهِمْ وَلَيُمَكِّنَنَّ لَهُمْ دِينَهُمُ الَّذِي ارْتَضَىٰ لَهُمْ وَلَيُبَدِّلَنَّهُم مِّن بَعْدِ خَوْفِهِمْ أَمْنًا ۚ ... [SEP] وَلَيُمَكِّنَنَّ لَهُمْ دِينَهُمُ,Medium,1,وعد الله الذين امنوا منكم وعملوا الصالحات ليستخلفنهم في الارض كما استخلف الذين من قبلهم وليمكنن لهم دينهم الذي ارتضا لهم وليبدلنهم من بعد خوفهم امنا ۚ ... [SEP] وليمكنن لهم دينهم
وَقَدْ مَكَرُوا مَكْرَهُمْ وَعِندَ اللَّهِ مَكْرُهُمْ وَإِن كَانَ مَكْرُهُمْ لِتَزُولَ مِنْهُ الْجِبَالُ [SEP] وَإِن كَانَ مَكْرُهُمْ لِتَزُولَ مِنْهُ ٱلْجِبَالُ,High,2,وقد مكروا مكرهم وعند الله مكرهم وان كان مكرهم لتزول منه الجبال [SEP] وان كان مكرهم لتزول منه الجبال
الْيَوْمَ نَخْتِمُ عَلَىٰ أَفْوَاهِهِمْ وَتُكَلِّمُنَا أَيْدِيهِمْ وَتَشْهَدُ أَرْجُلُهُم بِمَا كَانُوا يَكْسِبُونَ [SEP] وَتُكَلِّمُنَا أَيْدِيهِمْ وَتَشْهَدُ أَرْجُلُهُم,Medium,1,اليوم نختم علا افواههم وتكلمنا ايديهم وتشهد ارجلهم بما كانوا يكسبون [SEP] وتكلمنا ايديهم وتشهد ارجلهم
إِنَّا عَرَضْنَا الْأَمَانَةَ عَلَى السَّمَاوَاتِ وَالْأَرْضِ وَالْجِبَالِ فَأَبَيْنَ أَن يَحْمِلْنَهَا وَأَشْفَقْنَ مِنْهَا وَحَمَلَهَا الْإِنسَانُ ۖ إِنَّهُ كَانَ ظَلُومًا جَهُولًا [SEP] إِنَّا عَرَضْنَا الْأَمَانَةَ عَلَى السَّمَاوَاتِ وَالْأَرْضِ وَالْجِبَالِ فَأَبَيْنَ أَن يَحْمِلْنَهَا وَأَشْفَقْنَ مِنْهَا وَحَمَلَهَا الْإِنسَانُ,High,2,انا عرضنا الامانة علا السماوات والارض والجبال فابين ان يحملنها واشفقن منها وحملها الانسان ۖ انه كان ظلوما جهولا [SEP] انا عرضنا الامانة علا السماوات والارض والجبال فابين ان يحملنها واشفقن منها وحملها الانسان
وَٱعْتَصِمُوا۟ بِحَبْلِ ٱللَّهِ جَمِيعًا وَلَا تَفَرَّقُوا۟ ۚ وَٱذْكُرُوا۟ نِعْمَتَ ٱللَّهِ عَلَيْكُمْ إِذْ كُنتُمْ أَعْدَآءً فَأَلَّفَ بَيْنَ قُلُوبِكُمْ فَأَصْبَحْتُم بِنِعْمَتِهِۦٓ إِخْوَٰنًا وَكُنتُمْ عَلَىٰ شَفَا حُفْرَةٍ مِّنَ ٱلنَّارِ فَأَنقَذَكُم مِّنْهَا ۗ كَذَٰلِكَ يُبَيِّنُ ٱللَّهُ لَكُمْ ءَايَٰتِهِۦ لَعَلَّكُمْ تَهْتَدُونَ [SEP] وَٱعْتَصِمُوا۟ بِحَبْلِ ٱللَّهِ جَمِيعًا,Medium,1,واعتصموا۟ بحبل الله جميعا ولا تفرقوا۟ ۚ واذكروا۟ نعمت الله عليكم اذ كنتم اعدآء فالف بين قلوبكم فاصبحتم بنعمتهۦٓ اخوانا وكنتم علا شفا حفرة من النار فانقذكم منها ۗ كذالك يبين الله لكم ءاياتهۦ لعلكم تهتدون [SEP] واعتصموا۟ بحبل الله جميعا
تُؤْتِىٓ أُكُلَهَا كُلَّ حِينٍۭ بِإِذْنِ رَبِّهَا ۗ وَيَضْرِبُ ٱللَّهُ ٱلْأَمْثَالَ لِلنَّاسِ لَعَلَّهُمْ يَتَذَكَّرُونَ [SEP] تُؤْتِىٓ أُكُلَهَا كُلَّ حِينٍۭ بِإِذْنِ رَبِّهَا,High,2,تؤتآ اكلها كل حينۭ باذن ربها ۗ ويضرب الله الامثال للناس لعلهم يتذكرون [SEP] تؤتآ اكلها كل حينۭ باذن ربها
هَٰٓأَنتُمْ أُو۟لَآءِ تُحِبُّونَهُمْ وَلَا يُحِبُّونَكُمْ وَتُؤْمِنُونَ بِٱلْكِتَٰبِ كُلِّهِۦ وَإِذَا لَقُوكُمْ قَالُوٓا۟ ءَامَنَّا وَإِذَا خَلَوْا۟ عَضُّوا۟ عَلَيْكُمُ ٱلْأَنَامِلَ مِنَ ٱلْغَيْظِ ۚ قُلْ مُوتُوا۟ بِغَيْظِكُمْ ۗ إِنَّ ٱللَّهَ عَلِيمٌۢ بِذَاتِ ٱلصُّدُورِ [SEP] عَضُّوا۟ عَلَيْكُمُ ٱلْأَنَامِلَ مِنَ ٱلْغَيْظِ,High,2,هآانتم او۟لآء تحبونهم ولا يحبونكم وتؤمنون بالكتاب كلهۦ واذا لقوكم قالوٓا۟ ءامنا واذا خلوا۟ عضوا۟ عليكم الانامل من الغيظ ۚ قل موتوا۟ بغيظكم ۗ ان الله عليمۢ بذات الصدور [SEP] عضوا۟ عليكم الانامل من الغيظ
لِّئَلَّا يَعْلَمَ أَهْلُ ٱلْكِتَٰبِ أَلَّا يَقْدِرُونَ عَلَىٰ شَىْءٍ مِّن فَضْلِ ٱللَّهِ ۙ وَأَنَّ ٱلْفَضْلَ بِيَدِ ٱللَّهِ يُؤْتِيهِ مَن يَشَآءُ ۗ وَٱللَّهُ ذُو ٱلْفَضْلِ ٱلْعَظِيمِ [SEP] وَأَنَّ ٱلْفَضْلَ بِيَدِ ٱللَّهِ,Medium,1,لئلا يعلم اهل الكتاب الا يقدرون علا شاء من فضل الله ۙ وان الفضل بيد الله يؤتيه من يشآء ۗ والله ذو الفضل العظيم [SEP] وان الفضل بيد الله
وَنَسُوقُ الْمُجْرِمِينَ إِلَىٰ جَهَنَّمَ وِرْدًا [SEP] وَنَسُوقُ الْمُجْرِمِينَ إِلَىٰ جَهَنَّمَ وِرْدًا,High,2,ونسوق المجرمين الا جهنم وردا [SEP] ونسوق المجرمين الا جهنم وردا
فَإِذَا قُضِيَتِ ٱلصَّلَوٰةُ فَٱنتَشِرُوا۟ فِى ٱلْأَرْضِ وَٱبْتَغُوا۟ مِن فَضْلِ ٱللَّهِ وَٱذْكُرُوا۟ ٱللَّهَ كَثِيرًا لَّعَلَّكُمْ تُفْلِحُونَ [SEP] وَٱبْتَغُوا۟ مِن فَضْلِ ٱللَّهِ,Medium,1,فاذا قضيت الصلواة فانتشروا۟ فا الارض وابتغوا۟ من فضل الله واذكروا۟ الله كثيرا لعلكم تفلحون [SEP] وابتغوا۟ من فضل الله
قُلْ يَٰٓأَهْلَ ٱلْكِتَٰبِ لَا تَغْلُوا۟ فِى دِينِكُمْ غَيْرَ ٱلْحَقِّ وَلَا تَتَّبِعُوٓا۟ أَهْوَآءَ قَوْمٍ قَدْ ضَلُّوا۟ مِن قَبْلُ وَأَضَلُّوا۟ كَثِيرًا وَضَلُّوا۟ عَن سَوَآءِ ٱلسَّبِيلِ [SEP] وَضَلُّوا۟ عَن سَوَآءِ ٱلسَّبِيلِ,Low,0,قل يآاهل الكتاب لا تغلوا۟ فا دينكم غير الحق ولا تتبعوٓا۟ اهوآء قوم قد ضلوا۟ من قبل واضلوا۟ كثيرا وضلوا۟ عن سوآء السبيل [SEP] وضلوا۟ عن سوآء السبيل
أَلَمْ نَشْرَحْ لَكَ صَدْرَكَ [SEP] أَلَمْ نَشْرَحْ لَكَ صَدْرَكَ,Medium,1,الم نشرح لك صدرك [SEP] الم نشرح لك صدرك
فَاعْبُدُوا مَا شِئْتُم مِّن دُونِهِ ۗ قُلْ إِنَّ الْخَاسِرِينَ الَّذِينَ خَسِرُوا أَنفُسَهُمْ وَأَهْلِيهِمْ يَوْمَ الْقِيَامَةِ ۗ أَلَا ذَٰلِكَ هُوَ الْخُسْرَانُ الْمُبِينُ [SEP] خَسِرُوا أَنفُسَهُمْ,Medium,1,فاعبدوا ما شئتم من دونه ۗ قل ان الخاسرين الذين خسروا انفسهم واهليهم يوم القيامة ۗ الا ذالك هو الخسران المبين [SEP] خسروا انفسهم
يَٰٓأَيُّهَا ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَٰبَ ءَامِنُوا۟ بِمَا نَزَّلْنَا مُصَدِّقًا لِّمَا مَعَكُم مِّن قَبْلِ أَن نَّطْمِسَ وُجُوهًا فَنَرُدَّهَا عَلَىٰٓ أَدْبَارِهَآ أَوْ نَلْعَنَهُمْ كَمَا لَعَنَّآ أَصْحَٰبَ ٱلسَّبْتِ ۚ وَكَانَ أَمْرُ ٱللَّهِ مَفْعُولًا [SEP] نَّطْمِسَ وُجُوهًا فَنَرُدَّهَا عَلَىٰٓ أَدْبَارِهَآ,High,2,يآايها الذين اوتوا۟ الكتاب ءامنوا۟ بما نزلنا مصدقا لما معكم من قبل ان نطمس وجوها فنردها علآ ادبارهآ او نلعنهم كما لعنآ اصحاب السبت ۚ وكان امر الله مفعولا [SEP] نطمس وجوها فنردها علآ ادبارهآ
وَإِذَا رَأَيْتَ ٱلَّذِينَ يَخُوضُونَ فِىٓ ءَايَٰتِنَا فَأَعْرِضْ عَنْهُمْ حَتَّىٰ يَخُوضُوا۟ فِى حَدِيثٍ غَيْرِهِۦ ۚ [SEP] يَخُوضُونَ فِىٓ ءَايَٰتِنَا,Low,0,واذا رايت الذين يخوضون فآ ءاياتنا فاعرض عنهم حتا يخوضوا۟ فا حديث غيرهۦ ۚ [SEP] يخوضون فآ ءاياتنا
وَإِذَا مَسَّهُ ٱلۡخَيۡرُ مَنُوعًا [SEP] وَإِذَا مَسَّهُ الْخَيْرُ,Medium,1,واذا مسه الۡخيۡر منوعا [SEP] واذا مسه الخير
وَذَٰلِكُمْ ظَنُّكُمُ ٱلَّذِى ظَنَنتُم بِرَبِّكُمْ أَرْدَىٰكُمْ فَأَصْبَحْتُم مِّنَ ٱلْخَٰسِرِينَ [SEP] وَذَلِكُمْ ظَنُّكُمُ الَّذِي ظَنَنْتُمْ بِرَبِّكُمْ أَرْدَاكُمْ,Medium,1,وذالكم ظنكم الذا ظننتم بربكم ارداكم فاصبحتم من الخاسرين [SEP] وذلكم ظنكم الذي ظننتم بربكم ارداكم
يَٰٓأَيُّهَا ٱلنَّاسُ كُلُوا۟ مِمَّا فِى ٱلْأَرْضِ حَلَٰلًا طَيِّبًا وَلَا تَتَّبِعُوا۟ خُطُوَٰتِ ٱلشَّيْطَٰنِ ۚ إِنَّهُۥ لَكُمْ عَدُوٌّ مُّبِينٌ [SEP] وَلَا تَتَّبِعُوا۟ خُطُوَٰتِ ٱلشَّيْطَٰنِ,High,2,يآايها الناس كلوا۟ مما فا الارض حلالا طيبا ولا تتبعوا۟ خطوات الشيطان ۚ انهۥ لكم عدو مبين [SEP] ولا تتبعوا۟ خطوات الشيطان
فَأَنجَيْنَٰهُ وَٱلَّذِينَ مَعَهُۥ بِرَحْمَةٍ مِّنَّا وَقَطَعْنَا دَابِرَ ٱلَّذِينَ كَذَّبُوا۟ بِـَٔايَٰتِنَا ۖ وَمَا كَانُوا۟ مُؤْمِنِينَ [SEP] وَقَطَعْنَا دَابِرَ ٱلَّذِينَ كَذَّبُوا۟ بِـَٔايَٰتِنَا,Medium,1,فانجيناه والذين معهۥ برحمة منا وقطعنا دابر الذين كذبوا۟ بـٔاياتنا ۖ وما كانوا۟ مؤمنين [SEP] وقطعنا دابر الذين كذبوا۟ بـٔاياتنا
وَيَسْتَعْجِلُونَكَ بِالْعَذَابِ وَلَن يُخْلِفَ اللَّهُ وَعْدَهُ ۚ وَإِنَّ يَوْمًا عِندَ رَبِّكَ كَأَلْفِ سَنَةٍ مِّمَّا تَعُدُّونَ [SEP] وَإِنَّ يَوْمًا عِندَ رَبِّكَ كَأَلْفِ سَنَةٍ مِّمَّا تَعُدُّونَ,High,2,ويستعجلونك بالعذاب ولن يخلف الله وعده ۚ وان يوما عند ربك كالف سنة مما تعدون [SEP] وان يوما عند ربك كالف سنة مما تعدون
وَكَذَٰلِكَ جَعَلْنَا لِكُلِّ نَبِىٍّ عَدُوًّا شَيَٰطِينَ ٱلْإِنسِ وَٱلْجِنِّ يُوحِى بَعْضُهُمْ إِلَىٰ بَعْضٍ زُخْرُفَ ٱلْقَوْلِ غُرُورًا ۚ وَلَوْ شَآءَ رَبُّكَ مَا فَعَلُوهُ ۖ فَذَرْهُمْ وَمَا يَفْتَرُونَ [SEP] يُوحِى بَعْضُهُمْ إِلَىٰ بَعْضٍ زُخْرُفَ ٱلْقَوْلِ,Medium,1,وكذالك جعلنا لكل نبا عدوا شياطين الانس والجن يوحا بعضهم الا بعض زخرف القول غرورا ۚ ولو شآء ربك ما فعلوه ۖ فذرهم وما يفترون [SEP] يوحا بعضهم الا بعض زخرف القول
رَّسُولًا يَتْلُوا۟ عَلَيْكُمْ ءَايَٰتِ ٱللَّهِ مُبَيِّنَٰتٍ لِّيُخْرِجَ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّٰلِحَٰتِ مِنَ ٱلظُّلُمَٰتِ إِلَى ٱلنُّورِ ۚ وَمَن يُؤْمِنۢ بِٱللَّهِ وَيَعْمَلْ صَٰلِحًا يُدْخِلْهُ جَنَّٰتٍ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَٰرُ خَٰلِدِينَ فِيهَآ أَبَدًا ۖ قَدْ أَحْسَنَ ٱللَّهُ لَهُۥ رِزْقًا [SEP] لِّيُخْرِجَ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّٰلِحَٰتِ مِنَ ٱلظُّلُمَٰتِ إِلَى ٱلنُّورِ,Medium,1,رسولا يتلوا۟ عليكم ءايات الله مبينات ليخرج الذين ءامنوا۟ وعملوا۟ الصالحات من الظلمات الا النور ۚ ومن يؤمنۢ بالله ويعمل صالحا يدخله جنات تجرا من تحتها الانهار خالدين فيهآ ابدا ۖ قد احسن الله لهۥ رزقا [SEP] ليخرج الذين ءامنوا۟ وعملوا۟ الصالحات من الظلمات الا النور
إِنَّمَا مَثَلُ ٱلْحَيَوٰةِ ٱلدُّنْيَا كَمَآءٍ أَنزَلْنَٰهُ مِنَ ٱلسَّمَآءِ فَٱخْتَلَطَ بِهِۦ نَبَاتُ ٱلْأَرْضِ مِمَّا يَأْكُلُ ٱلنَّاسُ وَٱلْأَنْعَٰمُ حَتَّىٰٓ إِذَآ أَخَذَتِ ٱلْأَرْضُ زُخْرُفَهَا وَٱزَّيَّنَتْ وَظَنَّ أَهْلُهَآ أَنَّهُمْ قَٰدِرُونَ عَلَيْهَآ أَتَىٰهَآ أَمْرُنَا لَيْلًا أَوْ نَهَارًا فَجَعَلْنَٰهَا حَصِيدًا كَأَن لَّمْ تَغْنَ بِٱلْأَمْسِ ۚ كَذَٰلِكَ نُفَصِّلُ ٱلْءَايَٰتِ لِقَوْمٍ يَتَفَكَّرُونَ [SEP] إِنَّمَا مَثَلُ ٱلْحَيَوٰةِ ٱلدُّنْيَا كَمَآءٍ أَنزَلْنَٰهُ مِنَ ٱلسَّمَآءِ... كَأَن لَّمْ تَغْنَ بِٱلْأَمْسِ,High,2,انما مثل الحيواة الدنيا كمآء انزلناه من السمآء فاختلط بهۦ نبات الارض مما ياكل الناس والانعام حتآ اذآ اخذت الارض زخرفها وازينت وظن اهلهآ انهم قادرون عليهآ اتاهآ امرنا ليلا او نهارا فجعلناها حصيدا كان لم تغن بالامس ۚ كذالك نفصل الءايات لقوم يتفكرون [SEP] انما مثل الحيواة الدنيا كمآء انزلناه من السمآء... كان لم تغن بالامس
تَكَادُ السَّمَاوَاتُ يَتَفَطَّرْنَ مِنْهُ وَتَنشَقُّ الْأَرْضُ وَتَخِرُّ الْجِبَالُ هَدًّا [SEP] تَكَادُ السَّمَاوَاتُ يَتَفَطَّرْنَ مِنْهُ وَتَنشَقُّ الْأَرْضُ وَتَخِرُّ الْجِبَالُ هَدًّا,Medium,1,تكاد السماوات يتفطرن منه وتنشق الارض وتخر الجبال هدا [SEP] تكاد السماوات يتفطرن منه وتنشق الارض وتخر الجبال هدا
وَمِنْهُمُ ٱلَّذِينَ يُؤْذُونَ ٱلنَّبِىَّ وَيَقُولُونَ هُوَ أُذُنٌ ۚ قُلْ أُذُنُ خَيْرٍ لَّكُمْ يُؤْمِنُ بِٱللَّهِ وَيُؤْمِنُ لِلْمُؤْمِنِينَ وَرَحْمَةٌ لِّلَّذِينَ ءَامَنُوا۟ مِنكُمْ ۚ وَٱلَّذِينَ يُؤْذُونَ رَسُولَ ٱللَّهِ لَهُمْ عَذَابٌ أَلِيمٌ [SEP] يَقُولُونَ هُوَ أُذُنٌ ۚ قُلْ أُذُنُ خَيْرٍ لَّكُمْ,Medium,1,ومنهم الذين يؤذون النبا ويقولون هو اذن ۚ قل اذن خير لكم يؤمن بالله ويؤمن للمؤمنين ورحمة للذين ءامنوا۟ منكم ۚ والذين يؤذون رسول الله لهم عذاب اليم [SEP] يقولون هو اذن ۚ قل اذن خير لكم
وَلَئِنْ أَذَقْنَٰهُ نَعْمَآءَ بَعْدَ ضَرَّآءَ مَسَّتْهُ لَيَقُولَنَّ ذَهَبَ ٱلسَّيِّـَٔاتُ عَنِّىٓ ۚ إِنَّهُۥ لَفَرِحٌ فَخُورٌ [SEP] وَلَئِنْ أَذَقْنَٰهُ نَعْمَآءَ,Medium,1,ولئن اذقناه نعمآء بعد ضرآء مسته ليقولن ذهب السيـٔات عنآ ۚ انهۥ لفرح فخور [SEP] ولئن اذقناه نعمآء
فَقَالَ لَهَا وَلِلْأَرْضِ ٱئْتِيَا طَوْعًا أَوْ كَرْهًا قَالَتَآ أَتَيْنَا طَآئِعِينَ [SEP] فَقَالَ لَهَا وَلِلْأَرْضِ ائْتِيَا طَوْعًا أَوْ كَرْهًا قَالَتَا أَتَيْنَا طَائِعِينَ,High,2,فقال لها وللارض ائتيا طوعا او كرها قالتآ اتينا طآئعين [SEP] فقال لها وللارض ائتيا طوعا او كرها قالتا اتينا طائعين
وَإِذَا ضَرَبْتُمْ فِى ٱلْأَرْضِ فَلَيْسَ عَلَيْكُمْ جُنَاحٌ أَن تَقْصُرُوا۟ مِنَ ٱلصَّلَوٰةِ إِنْ خِفْتُمْ أَن يَفْتِنَكُمُ ٱلَّذِينَ كَفَرُوٓا۟ ۚ إِنَّ ٱلْكَٰفِرِينَ كَانُوا۟ لَكُمْ عَدُوًّا مُّبِينًا [SEP] وَإِذَا ضَرَبْتُمْ فِى ٱلْأَرْضِ,Medium,1,واذا ضربتم فا الارض فليس عليكم جناح ان تقصروا۟ من الصلواة ان خفتم ان يفتنكم الذين كفروٓا۟ ۚ ان الكافرين كانوا۟ لكم عدوا مبينا [SEP] واذا ضربتم فا الارض
وَلَا تَجْعَلْ يَدَكَ مَغْلُولَةً إِلَىٰ عُنُقِكَ وَلَا تَبْسُطْهَا كُلَّ ٱلْبَسْطِ فَتَقْعُدَ مَلُومًا مَّحْسُورًا [SEP] وَلَا تَجْعَلْ يَدَكَ مَغْلُولَةً إِلَىٰ عُنُقِكَ,High,2,ولا تجعل يدك مغلولة الا عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا [SEP] ولا تجعل يدك مغلولة الا عنقك
